lon_centre,lat_centre,cell_size_sqkm,kg_reported,kg_iuu.est,kg_discards.est,kg_total,kg_reported_persqkm,kg_iuu.est_persqkm,kg_discards.est_persqkm,kg_total_persqkm,frac_reported,frac_iuu.est,frac_discards.est
-37.75,83.75,289.4,866.7,404.1479999999999,86.32000000000001,1270.848,2.9948168624740847,1.3965031098825154,0.2982722874913615,4.3913199723566,0.6819855718386464,0.3180144281613536,0.06792315052626278
-37.25,83.75,259.11,537.8399999999999,202.08200000000005,26.602000000000004,739.922,2.0757207363667938,0.7799081471189844,0.10266682104125661,2.855628883485778,0.7268874286749143,0.27311257132508565,0.0359524382299756
-36.75,83.75,252.38,134.14000000000004,50.82400000000001,4.458,184.96400000000006,0.5315001188683732,0.20137887312782318,0.01766384024090657,0.7328789919961964,0.7252222054021323,0.27477779459786766,0.024101987413766998
-36.25,83.75,252.38,1911.132,905.1180000000004,154.64199999999997,2816.2500000000005,7.572438386559949,3.5863301370948584,0.6127347650368491,11.158768523654809,0.6786087882822902,0.3213912117177098,0.054910608078118046
-35.75,83.75,238.92,318.73600000000005,121.43599999999999,30.696000000000005,440.172,1.334069981583794,0.5082705508119872,0.1284781516825716,1.8423405323957813,0.7241169361067947,0.2758830638932053,0.06973637578037677
-35.25,83.75,235.56,519.1999999999999,198.24999999999994,35.862,717.4499999999998,2.204109356427237,0.8416114790286974,0.1522414671421294,3.045720835455934,0.723674123632309,0.2763258763676911,0.04998536483378634
-34.75,83.75,238.92,375.5079999999999,141.316,8.248000000000001,516.824,1.571689268374351,0.5914783191026285,0.03452201573748536,2.1631675874769796,0.7265684256149094,0.2734315743850905,0.01595901119143074
-34.25,83.75,212,44.20600000000001,16.716000000000005,0.7220000000000001,60.92200000000001,0.20851886792452834,0.0788490566037736,0.003405660377358491,0.28736792452830195,0.7256163619053873,0.2743836380946128,0.01185121959226552
-33.75,83.75,201.9,315.052,123.28,7.048,438.332,1.5604358593363052,0.6105993065874195,0.03490837048043586,2.1710351659237244,0.7187519962037908,0.2812480037962093,0.01607913636239198
-33.25,83.75,215.36,9002.680000000004,4492.936,897.5539999999999,13495.616000000004,41.80293462109957,20.862444279346207,4.167691307578008,62.66537890044578,0.6670818138275423,0.33291818617245766,0.06650707903959327
-32.75,83.75,225.46,824.8400000000001,320.20200000000006,82.444,1145.0420000000001,3.658476004612792,1.4202164463762976,0.36567018539874035,5.07869245098909,0.7203578558690424,0.27964214413095767,0.07200085237048073
-32.25,83.75,232.19,1410.0240000000003,679.7,128.34,2089.724,6.072716309918603,2.9273439855290926,0.5527369826435247,9.000060295447694,0.674741736229282,0.32525826377071804,0.06141480884557003
-31.75,83.75,225.46,451.8720000000001,189.81400000000002,22.424,641.6860000000001,2.004222478488424,0.84189656701854,0.09945888405925662,2.8461190455069643,0.7041948865956247,0.2958051134043753,0.03494544060490644
-31.25,83.75,225.46,359.38599999999985,172.2,28.154000000000007,531.5859999999998,1.5940122416393145,0.763771844229575,0.12487359176794112,2.3577840858688894,0.6760637037092775,0.32393629629072257,0.052962267629320596
-30.75,83.75,225.46,145.552,56.63000000000001,11.581999999999997,202.18200000000002,0.6455779295662201,0.25117537478931967,0.05137053135811229,0.8967533043555398,0.719905827422817,0.28009417257718294,0.057285020427139885
-30.25,83.75,245.65,871.144,352.436,77.548,1223.58,3.5462812945247304,1.4347079177691837,0.31568491756564215,4.980989212293914,0.7119632553654032,0.28803674463459683,0.06337795648833751
-29.75,83.75,259.11,2292.818,938.14,177.22199999999995,3230.958,8.848820964069315,3.620624445216317,0.683964339469723,12.469445409285631,0.7096402986358845,0.29035970136411554,0.054851223692787075
-29.25,83.75,286.03,1051.872,397.41799999999995,80.72,1449.29,3.677488375345244,1.389427682410936,0.2822081599832186,5.066916057756179,0.7257843495780694,0.2742156504219307,0.05569623746800157
-28.75,83.75,296.13,5767.983999999999,2576.5200000000004,466.76999999999987,8344.503999999999,19.477877959004488,8.70063823320839,1.5762334110019245,28.178516192212875,0.6912314980015588,0.3087685019984412,0.05593741701124476
-28.25,83.75,292.76,18189.806,9190.149999999998,1821.7839999999992,27379.956,62.13214236917612,31.39141276130618,6.222789998633691,93.52355513048231,0.6643475248828011,0.3356524751171988,0.06653714125764115
-27.75,83.75,292.76,676.316,335.26999999999987,63.366,1011.5859999999999,2.310137996994125,1.145204262877442,0.21644350321082115,3.455342259871567,0.6685699485758009,0.3314300514241991,0.06264025006277273
-27.25,83.75,292.76,1385.4099999999999,519.0920000000001,90.318,1904.502,4.732238010657193,1.7730974176800114,0.3085052602814592,6.5053354283372045,0.7274395091210195,0.2725604908789805,0.047423420925785324
-26.75,83.75,316.32,1144.284,427.34800000000007,70.858,1571.632,3.617488619119879,1.3509989883662117,0.22400733434496714,4.96848760748609,0.7280864731692915,0.2719135268307085,0.04508561800726888
-26.25,83.75,336.51,4643.0199999999995,1794.6560000000002,330.654,6437.6759999999995,13.797569165849454,5.333143145820333,0.9825978425603994,19.130712311669786,0.7212261070609953,0.27877389293900473,0.05136232391937712
-25.75,83.75,336.51,873.0899999999998,334.4699999999999,32.468,1207.5599999999997,2.5945439957207803,0.9939377730230897,0.09648450268937031,3.58848176874387,0.7230199741627745,0.2769800258372255,0.026887276822683766
-25.25,83.75,336.51,36.018,18.228,3.614,54.246,0.10703396630115004,0.05416778104662567,0.010739651124780838,0.1612017473477757,0.6639752239796483,0.33602477602035175,0.06662242377318142
-24.75,83.75,336.51,0.11000000000000001,0.042,0.004,0.15200000000000002,3.2688478797063985e-4,1.2481055540697157e-4,1.188671956256872e-5,4.5169534337761145e-4,0.7236842105263158,0.2763157894736842,0.026315789473684206
-24.25,83.75,336.51,2.784,1.084,0.284,3.868,0.00827315681554783,0.0032213010014561236,8.439570889423791e-4,0.011494457817003952,0.7197518097207859,0.2802481902792141,0.0734229576008273
-81.25,83.25,363.31,0.016,0.006000000000000001,0,0.022000000000000002,4.403952547411302e-5,1.6514822052792382e-5,0,6.05543475269054e-5,0.7272727272727272,0.27272727272727276,0
-80.75,83.25,363.31,0.124,0.048,0,0.172,3.4130632242437587e-4,1.3211857642233906e-4,0,4.734248988467149e-4,0.7209302325581396,0.2790697674418605,0
-80.25,83.25,363.31,0.332,0.126,0,0.458,9.138201535878451e-4,3.4681126310864e-4,0,0.0012606314166964852,0.7248908296943232,0.27510917030567683,0
-79.75,83.25,363.31,0.30399999999999994,0.11400000000000002,0,0.4179999999999999,8.367509840081471e-4,3.137816190030553e-4,0,0.0011505326030112023,0.7272727272727273,0.2727272727272728,0
-79.25,83.25,363.31,0.41600000000000004,0.16,0,0.5760000000000001,0.0011450276623269386,4.4039525474113015e-4,0,0.0015854229170680688,0.7222222222222222,0.27777777777777773,0
-78.75,83.25,363.31,0.10200000000000001,0.036000000000000004,0,0.138,2.807519748974705e-4,9.90889323167543e-5,0,3.798409072142248e-4,0.7391304347826086,0.2608695652173913,0
-78.25,83.25,363.31,0.5299999999999999,0.20399999999999996,0,0.7339999999999999,0.0014588092813299935,5.615039497949408e-4,0,0.0020203132311249344,0.7220708446866485,0.2779291553133515,0
-77.75,83.25,359.68,0.6980000000000002,0.2700000000000001,0,0.9680000000000002,0.001940613879003559,7.50667259786477e-4,0,0.002691281138790036,0.7210743801652892,0.27892561983471076,0
-77.25,83.25,290.65,0.656,0.252,0,0.908,0.0022570101496645453,8.670221916394289e-4,0,0.0031240323413039743,0.7224669603524229,0.2775330396475771,0
-76.75,83.25,265.22,0.6100000000000001,0.23199999999999998,0,0.8420000000000001,0.002299977377271699,8.747454943066132e-4,0,0.003174722871578312,0.7244655581947744,0.2755344418052256,0
-76.25,83.25,272.48,0.514,0.198,0,0.712,0.001886376981796829,7.266588373458602e-4,0,0.002613035819142689,0.7219101123595506,0.27808988764044945,0
-75.75,83.25,287.01,0.5040000000000001,0.194,0,0.6980000000000002,0.0017560363750391977,6.75934636423818e-4,0,0.002431971011463016,0.7220630372492837,0.2779369627507163,0
-75.25,83.25,290.65,0.5700000000000001,0.21600000000000005,0,0.7860000000000001,0.0019611216239463275,7.431618785480822e-4,0,0.00270428350249441,0.7251908396946565,0.2748091603053435,0
-74.75,83.25,276.12,0.6159999999999999,0.23600000000000004,0,0.8519999999999999,0.0022309140953208745,8.547008547008548e-4,0,0.0030856149500217292,0.7230046948356808,0.27699530516431936,0
-74.25,83.25,290.65,0.45599999999999996,0.172,0,0.6279999999999999,0.0015688972991570618,5.917770514364356e-4,0,0.002160674350593497,0.7261146496815287,0.2738853503184714,0
-73.75,83.25,337.88,0.764,0.29200000000000004,0,1.056,0.0022611578075056233,8.642121463241388e-4,0,0.0031253699538297624,0.7234848484848485,0.27651515151515155,0
-73.25,83.25,308.81,0.33000000000000007,0.12200000000000003,0,0.45200000000000007,0.0010686182442278425,3.950649266539297e-4,0,0.0014636831708817722,0.7300884955752213,0.2699115044247788,0
-72.75,83.25,276.12,0.756,0.29,0,1.046,0.0027379400260756194,0.0010502679994205417,0,0.003788208025496161,0.722753346080306,0.27724665391969405,0
-72.25,83.25,261.58,0.48,0.186,0,0.6659999999999999,0.0018350026760455692,7.110635369676581e-4,0,0.0025460662130132273,0.7207207207207208,0.2792792792792793,0
-71.75,83.25,261.58,0.386,0.14800000000000002,0,0.534,0.0014756479853199787,5.657924917807172e-4,0,0.002041440477100696,0.7228464419475655,0.27715355805243447,0
-71.25,83.25,287.01,0.616,0.23399999999999999,0,0.85,0.0021462666806034633,8.153026026967702e-4,0,0.0029615692833002334,0.7247058823529412,0.2752941176470588,0
-70.75,83.25,265.22,0.6519999999999999,0.256,0,0.9079999999999999,0.00245833647537893,9.652364075107457e-4,0,0.003423572882889676,0.7180616740088105,0.28193832599118945,0
-70.25,83.25,265.22,0.7940000000000002,0.302,0,1.096,0.0029937410451700477,0.0011386773244853327,0,0.004132418369655381,0.7244525547445256,0.2755474452554744,0
-69.75,83.25,279.75,1.1459999999999997,0.442,0,1.5879999999999996,0.00409651474530831,0.001579982126899017,0,0.005676496872207327,0.7216624685138538,0.27833753148614615,0
-69.25,83.25,323.35,0.906,0.342,0,1.248,0.0028019174269367556,0.0010576774393072522,0,0.0038595948662440076,0.7259615384615384,0.27403846153846156,0
-68.75,83.25,337.88,0.546,0.20799999999999996,0,0.754,0.0016159583284006158,6.156031727240439e-4,0,0.0022315615011246595,0.7241379310344828,0.2758620689655172,0
-68.25,83.25,341.51,0.7339999999999998,0.28400000000000003,0,1.0179999999999998,0.0021492782056162334,8.316008316008318e-4,0,0.002980879037217065,0.7210216110019646,0.27897838899803545,0
-67.75,83.25,363.31,0.624,0.24000000000000005,0,0.8640000000000001,0.0017175414934904076,6.605928821116954e-4,0,0.0023781343756021033,0.7222222222222221,0.2777777777777778,0
-67.25,83.25,363.31,0.018000000000000002,0.006000000000000001,0,0.024000000000000004,4.954446615837715e-5,1.6514822052792382e-5,0,6.605928821116953e-5,0.75,0.25,0
-66.75,83.25,363.31,0.008,0.004,0,0.012,2.201976273705651e-5,1.1009881368528254e-5,0,3.3029644105584764e-5,0.6666666666666666,0.3333333333333333,0
-65.75,83.25,363.31,0.05600000000000001,0.022,0,0.07800000000000001,1.541383391593956e-4,6.0554347526905396e-5,0,2.14692686686301e-4,0.717948717948718,0.282051282051282,0
-65.25,83.25,363.31,0.3499999999999999,0.13600000000000004,0,0.486,9.63364619746222e-4,3.743359665299607e-4,0,0.0013377005862761828,0.7201646090534978,0.2798353909465021,0
-64.75,83.25,363.31,0.38400000000000006,0.14800000000000002,0,0.532,0.0010569486113787125,4.0736561063554547e-4,0,0.0014643142220142579,0.7218045112781956,0.27819548872180455,0
-64.25,83.25,363.31,0.56,0.21600000000000003,0,0.776,0.0015413833915939557,5.945335939005258e-4,0,0.0021359169854944814,0.7216494845360826,0.27835051546391754,0
-63.75,83.25,363.31,0.6579999999999999,0.252,0,0.9099999999999999,0.0018111254851228976,6.9362252621728e-4,0,0.0025047480113401777,0.7230769230769231,0.27692307692307694,0
-63.25,83.25,363.31,0.7340000000000001,0.28600000000000003,0,1.02,0.002020313231124935,7.872065178497703e-4,0,0.002807519748974705,0.719607843137255,0.2803921568627451,0
-62.75,83.25,363.31,0.656,0.24799999999999994,0,0.9039999999999999,0.0018056205444386337,6.826126448487516e-4,0,0.002488233189287385,0.7256637168141594,0.2743362831858407,0
-62.25,83.25,363.31,0.5419999999999999,0.21000000000000002,0,0.752,0.0014918389254355783,5.780187718477334e-4,0,0.002069857697283312,0.7207446808510637,0.2792553191489362,0
-61.75,83.25,363.31,0.404,0.15600000000000006,0,0.56,0.0011119980182213538,4.2938537337260205e-4,0,0.0015413833915939557,0.7214285714285714,0.27857142857142864,0
-61.25,83.25,363.31,0.51,0.196,0,0.706,0.0014037598744873524,5.394841870578845e-4,0,0.0019432440615452368,0.7223796033994335,0.2776203966005666,0
-60.75,83.25,363.31,0.21400000000000005,0.082,0,0.29600000000000004,5.890286532162617e-4,2.257025680548292e-4,0,8.147312212710909e-4,0.722972972972973,0.277027027027027,0
-60.25,83.25,363.31,0.11400000000000002,0.044,0,0.15800000000000003,3.137816190030553e-4,1.2110869505381079e-4,0,4.3489031405686613e-4,0.7215189873417721,0.2784810126582278,0
-59.75,83.25,363.31,0.11800000000000002,0.048,0,0.16600000000000004,3.247915003715836e-4,1.3211857642233906e-4,0,4.5691007679392266e-4,0.7108433734939759,0.28915662650602403,0
-59.25,83.25,363.31,0.14200000000000002,0.05600000000000001,0,0.198,3.9085078858275307e-4,1.541383391593956e-4,0,5.449891277421486e-4,0.7171717171717172,0.2828282828282829,0
-58.75,83.25,363.31,0.10800000000000001,0.042,0,0.15000000000000002,2.972667969502629e-4,1.1560375436954667e-4,0,4.128705513198096e-4,0.72,0.27999999999999997,0
-58.25,83.25,363.31,0.082,0.032,0,0.114,2.257025680548292e-4,8.807905094822603e-5,0,3.1378161900305526e-4,0.7192982456140351,0.2807017543859649,0
-57.75,83.25,363.31,157.01399999999998,78.11599999999999,15.535999999999998,235.12999999999997,0.43217637829952377,0.21501197324598822,0.04276237923536373,0.647188351545512,0.667775273253094,0.33222472674690595,0.06607408667545613
-57.25,83.25,363.31,1472.3159999999998,682.258,150.378,2154.5739999999996,4.052506124246511,1.8778949106823375,0.41391098510913543,5.930401034928847,0.6833443641295217,0.3166556358704784,0.06979477149543252
-56.75,83.25,363.31,11.882,4.901999999999999,0.34,16.784,0.03270485260521318,0.013492609617131373,9.358399163249016e-4,0.046197462222344554,0.7079361296472831,0.29206387035271686,0.020257387988560537
-34.25,83.25,10.89,133938.50400000002,68019.336,12928.593999999996,201957.84000000003,12299.219834710744,6246.036363636363,1187.1987144168957,18545.25619834711,0.6632003194330064,0.3367996805669935,0.06401630162017971
-33.25,83.25,10.89,6399.191999999999,2497.874,174.32399999999996,8897.065999999999,587.6209366391183,229.37318640955002,16.007713498622586,816.9941230486684,0.7192474462929689,0.28075255370703106,0.019593425518030325
-32.75,83.25,47.23,1582.0700000000002,675.51,87.306,2257.58,33.497141647258104,14.302561930976076,1.8485284776625026,47.79970357823417,0.700781367659175,0.29921863234082513,0.03867238370290311
-32.25,83.25,47.23,27573.404,12953.084,2637.288,40526.488,583.8112216811348,274.25543087020964,55.83925471098878,858.0666525513445,0.6803798049315303,0.31962019506846984,0.06507566113303477
-31.75,83.25,39.96,6108.5700000000015,2425.8099999999995,271.63399999999996,8534.380000000001,152.86711711711715,60.70595595595594,6.797647647647646,213.5730730730731,0.7157602544062955,0.2842397455937044,0.031828205446675674
-31.25,83.25,36.33,2986.678,1097.036,82.08800000000001,4083.714,82.20968896229012,30.19642169006331,2.259510046793284,112.40611065235343,0.7313631659807714,0.2686368340192286,0.02010130973912473
-30.75,83.25,25.43,18656.523999999998,8345.67,1243.0179999999998,27002.193999999996,733.64231222965,328.1820684231223,48.87998427054659,1061.824380652772,0.6909262262170252,0.30907377378297485,0.046033963017968096
-30.25,83.25,25.43,20884.362000000005,9715.274000000001,1984.3300000000004,30599.636000000006,821.2489972473459,382.03987416437286,78.03106567046797,1203.2888714117187,0.6825036088664584,0.31749639113354156,0.06484815701729263
-29.75,83.25,25.43,7483.69,3176.5360000000005,364.88000000000005,10660.226,294.28588281557217,124.91293747542275,14.3484073928431,419.1988202909949,0.7020198258460936,0.2979801741539063,0.034228167395325394
-29.25,83.25,25.43,13676.974000000002,5097.198,593.3159999999999,18774.172000000002,537.8283130161228,200.44034604797486,23.331340935902475,738.2686590640976,0.7284994512674114,0.27150054873258855,0.03160277854064615
-28.75,83.25,36.33,879.872,365.44999999999993,34.62199999999999,1245.322,24.21888246628131,10.059179741260664,0.9529865125240846,34.27806220754197,0.706541761889696,0.29345823811030397,0.027801644875783127
-28.25,83.25,43.59,25128.008000000005,12242.399999999998,2311.3679999999995,37370.408,576.4626749254417,280.85340674466613,53.02518926359255,857.3160816701078,0.6724038977578196,0.3275961022421804,0.06185022116964844
-27.75,83.25,29.06,11737.885999999999,4393.796,245.47400000000007,16131.681999999999,403.91899518238125,151.19738472126636,8.447143840330353,555.1163799036476,0.7276293941326143,0.2723706058673857,0.015216888108753946
-27.25,83.25,47.23,3737.5260000000007,1875.274,361.52799999999996,5612.800000000001,79.13457548168539,39.70514503493542,7.654626296845225,118.83972051662083,0.6658933152793615,0.3341066847206385,0.0644113454960091
-26.75,83.25,72.66,7163.296,2801.9900000000002,655.4020000000002,9965.286,98.58651252408478,38.56303330580788,9.02012111202863,137.14954582989265,0.7188249288580378,0.2811750711419622,0.06576850880145338
-26.25,83.25,76.29,148241.756,76616.882,15085.848000000002,224858.63799999998,1943.1348276314063,1004.2847293223226,197.74345261502162,2947.4195569537287,0.6592664498839489,0.34073355011605116,0.06709036456940562
-25.75,83.25,134.42,26313.920000000002,10541.304,2652.62,36855.224,195.75896443981554,78.4206516887368,19.733819372117246,274.1796161285523,0.7139807371676807,0.2860192628323192,0.07197405719200078
-25.25,83.25,174.39,21808.983999999997,8158.437999999999,974.3939999999996,29967.421999999995,125.05868455760077,46.78271689890475,5.587441940478237,171.8414014565055,0.7277564282973691,0.27224357170263097,0.03251510924096172
-24.75,83.25,174.39,9028.192000000001,3500.958,404.41200000000003,12529.150000000001,51.77012443374048,20.075451574058146,2.3190091174952694,71.84557600779863,0.7205749791486254,0.27942502085137455,0.03227768843057989
-24.25,83.25,294.28,938.1879999999999,353.168,21.565999999999995,1291.3559999999998,3.188079380182139,1.2001087399755337,0.07328394726111186,4.388188120157673,0.7265138350694929,0.2734861649305072,0.01670027474995276
-23.75,83.25,363.31,745.7819999999998,301.018,32.396,1046.7999999999997,2.052742836695934,0.8285431174479094,0.08916902920371034,2.881285954143843,0.7124398165838747,0.2875601834161254,0.03094764998089416
-23.25,83.25,363.31,3275.739999999999,1648.69,322.45,4924.4299999999985,9.016377198535682,4.537970328369712,0.8875340618204839,13.554347526905394,0.6652018609260361,0.334798139073964,0.06547965957481375
-22.75,83.25,363.31,312.36400000000003,127.93399999999997,16.702,440.298,0.85977264594974,0.35213454075032335,0.04597175965428973,1.2119071867000633,0.7094376990129413,0.2905623009870587,0.03793339965205384
-22.25,83.25,363.31,24.526,10.288000000000002,1.0219999999999998,34.814,0.06750708761113099,0.028317414879854674,0.0028130246896589683,0.09582450249098566,0.7044867007525708,0.29551329924742925,0.02935600620440052
-21.75,83.25,363.31,10.598,4.315999999999999,0.526,14.914,0.02917068068591561,0.011879661996641984,0.0014477993999614655,0.0410503426825576,0.7106074829019714,0.28939251709802866,0.03526887488266059
-21.25,83.25,363.31,476.814,185.64399999999998,48.646,662.458,1.3124163937133577,0.5109796041947647,0.13389667226335636,1.8233959979081225,0.7197648756600419,0.2802351243399581,0.07343257987676201
-20.75,83.25,363.31,1.4320000000000002,0.5299999999999999,0.033999999999999996,1.9620000000000002,0.003941537529933116,0.0014588092813299935,9.358399163249015e-5,0.005400346811263109,0.7298674821610601,0.27013251783893977,0.01732925586136595
-20.25,83.25,363.31,259.394,96.684,17.814,356.078,0.7139742919270045,0.2661198425586964,0.04903250667474058,0.9800941344857008,0.7284752217210837,0.2715247782789164,0.0500283645718073
-19.75,83.25,363.31,28.212,10.804,0.142,39.016,0.07765269329222978,0.029737689576394815,3.9085078858275296e-4,0.10739038286862458,0.7230879639122412,0.2769120360877589,0.00363953249948739
-19.25,83.25,363.31,230.118,86.38399999999997,22.048,316.50199999999995,0.6333929701907461,0.2377693980347361,0.06068646610332773,0.8711623682254822,0.7270664956303594,0.2729335043696406,0.06966148713120297
-18.75,83.25,363.31,23.092,8.686000000000002,0.088,31.778,0.06356004514051361,0.02390795739175911,2.4221739010762158e-4,0.08746800253227272,0.7266662470891811,0.27333375291081885,0.002769211404116055
-18.25,83.25,363.31,21.984,8.366000000000001,2.198,30.35,0.06051030800143129,0.023027166882276847,0.0060499298120062755,0.08353747488370813,0.7243492586490939,0.2756507413509061,0.07242174629324546
-17.75,83.25,363.31,11.440000000000001,4.279999999999999,0.438,15.72,0.03148826071399081,0.01178057306432523,0.0012055820098538438,0.04326883377831604,0.7277353689567431,0.27226463104325693,0.027862595419847327
